BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      118    2853.24  1675 / 1922      35021 |     -21.88    44   126  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      119    2830.20  1682 / 1926      35147 |      -3.83    15   294  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      120    2829.88  1694 / 1945      35441 |     -73.10    25   162  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      121    2729.61  1671 / 1933      35603 |     -19.82    22   138  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      122    2714.60  1648 / 1914      35741 |      -3.48    15   130  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      123    2714.18  1647 / 1912      35871 |     -15.00    15   126  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      124    2699.64  1603 / 1879      35997 |     -64.28    17   274  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      125    2680.72  1609 / 1893      36271 |     -55.35    19   282  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      126    2659.08  1665 / 1926      36553 |     -40.00    39   106  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      127    2641.95  1677 / 1933      36659 |     -40.00    78   140  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      128    2630.23  1683 / 1938      36799 |      -1.11    64    58  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      129    2629.67  1658 / 1916      36857 |     -28.74    57   182  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      130    2600.08  1665 / 1916      37039 |     -45.14    55   266  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      131    2596.33  1631 / 1897      37305 |     -30.00    64   158  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      132    2568.49  1640 / 1909      37463 |     -10.96    53    42  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      133    2568.47  1646 / 1911      37505 |      -2.93    47   106  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      134    2568.35  1623 / 1899      37611 |     -27.50    75    93  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      135    2547.10  1648 / 1917      37704 |     -22.72    74    85  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      136    2521.58  1642 / 1912      37789 |     -25.00   105    82  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      137    2514.02  1674 / 1930      37871 |      -0.62    86   270  
BCP:     0 /     0     0 |       5475 9999999.00 9999999.00 |      138    2513.98  1665 / 1923      38141 |     -19.64   120    56  
BCP:     0 /     0     0 |       5475 9999999.00 9999999.00 |      139    2513.83  1689 / 1936      38077 |     -17.24   120    14  
BCP:     0 /     0     0 |       5475 9999999.00 9999999.00 |      140    2513.83  1689 / 1936      38091 |     -10.00   120     4  
BCP:     0 /     0     0 |       5475 9999999.00 9999999.00 |      141    2513.83  1689 / 1936      38095 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     1 /     2     1 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:     1 /     2     1 |       5475    2513.83    2513.83 |      142    2513.83  1681 / 1950      38095 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     4 /     4     2 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:     4 /     4     2 |       5475    2513.83    2513.83 |      143    2513.83  1658 / 1940      38095 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     7 /     6     3 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:     7 /     6     3 |       5475    2513.83    2513.83 |      144    2513.83  1632 / 1933      38095 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    10 /     8     4 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    10 /     8     4 |       5475    2513.83    2513.83 |      145    2513.83  1613 / 1920      38095 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    13 /    10     5 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    13 /    10     5 |       5475    2513.83    2513.83 |      146    2513.85  1568 / 1901      38095 |     -30.33    23   117  
BCP:    13 /    10     5 |       5475    2513.83    2513.83 |      147    2513.85  1568 / 1901      38212 |     -30.00    25   114  
BCP:    13 /    10     5 |       5475    2513.83    2513.83 |      148    2513.83  1562 / 1895      38326 |     -30.00    29   120  
BCP:    13 /    10     5 |       5475    2513.83    2513.83 |      149    2513.83  1562 / 1895      38446 |     -32.45    34   155  
BCP:    13 /    10     5 |       5475    2513.83    2513.83 |      150    2513.83  1562 / 1895      38601 |     -30.00    47   144  
BCP:    13 /    10     5 |       5475    2513.83    2513.83 |      151    2513.83  1562 / 1895      38745 |     -30.00    59   126  
BCP:    13 /    10     5 |       5475    2513.83    2513.83 |      152    2513.83  1562 / 1895      38871 |     -25.71   103    48  
BCP:    13 /    10     5 |       5475    2513.83    2513.83 |      153    2513.83  1562 / 1895      38919 |     -30.00   120    24  
BCP:    13 /    10     5 |       5475    2513.83    2513.83 |      154    2513.83  1562 / 1895      38943 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    16 /    12     6 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    16 /    12     6 |       5475    2513.83    2513.83 |      155    2513.83  1486 / 1837      38943 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    19 /    14     7 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    19 /    14     7 |       5475    2513.83    2513.83 |      156    2513.83  1484 / 1844      38943 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    22 /    16     8 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    22 /    16     8 |       5475    2513.83    2513.83 |      157    2514.10  1481 / 1852      38943 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    25 /    18     9 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    25 /    18     9 |       5475    2513.83    2513.83 |      158    2514.10  1463 / 1851      38943 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    28 /    20    10 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    28 /    20    10 |       5475    2513.83    2513.83 |      159    2514.20  1453 / 1842      38943 |      -1.43   120     2  
BCP:    28 /    20    10 |       5475    2513.83    2513.83 |      160    2514.10  1447 / 1838      38945 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    31 /    22    11 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    31 /    22    11 |       5475    2513.83    2513.83 |      161    2514.10  1415 / 1830      38945 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    34 /    24    12 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    34 /    24    12 |       5475    2513.83    2513.83 |      162    2514.10  1403 / 1820      38945 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    37 /    26    13 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    37 /    26    13 |       5475    2513.83    2513.83 |      163    2515.40  1407 / 1831      38945 |      -5.00   120     4  
BCP:    37 /    26    13 |       5475    2513.83    2513.83 |      164    2515.40  1407 / 1831      38949 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    40 /    28    14 |       5475    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    40 /    28    14 |       5475    2513.83    2513.83 |      165    2515.54  1390 / 1821      38949 |      -2.47    86   276  
BCP:    40 /    28    14 |       5475    2513.83    2513.83 |      166    2515.40  1386 / 1817      39225 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    43 /    30    15 |       5330    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    43 /    30    15 |       5330    2513.83    2513.83 |      167    2515.63  1361 / 1798      39225 |      -3.58    15   295  
BCP:    43 /    30    15 |       5330    2513.83    2513.83 |      168    2515.44  1344 / 1783      39520 |      -1.25    74    69  
BCP:    43 /    30    15 |       5330    2513.83    2513.83 |      169    2515.40  1349 / 1789      39589 |      -2.50   120     6  
BCP:    43 /    30    15 |       5330    2513.83    2513.83 |      170    2515.40  1349 / 1789      39595 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    46 /    32    16 |       5330    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    46 /    32    16 |       5330    2513.83    2513.83 |      171    2515.43  1313 / 1759      39595 |     -12.76    79    92  
BCP:    46 /    32    16 |       5330    2513.83    2513.83 |      172    2515.40  1322 / 1768      39687 |     -10.00   120    28  
BCP:    46 /    32    16 |       5330    2513.83    2513.83 |      173    2515.40  1322 / 1768      39715 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    49 /    34    17 |       5330    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    49 /    34    17 |       5330    2513.83    2513.83 |      174    2515.40  1311 / 1763      39715 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    52 /    36    18 |       5330    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    52 /    36    18 |       5330    2513.83    2513.83 |      175    2515.40  1281 / 1747      39715 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    55 /    38    19 |       5330    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    55 /    38    19 |       5330    2513.83    2513.83 |      176    2516.57  1291 / 1764      39715 |      -6.67    67   175  
BCP:    55 /    38    19 |       5330    2513.83    2513.83 |      177    2515.75  1277 / 1749      39890 |      -7.77   104    66  
BCP:    55 /    38    19 |       5330    2513.83    2513.83 |      178    2515.57  1272 / 1742      39956 |      -8.02   120    50  
BCP:    55 /    38    19 |       5330    2513.83    2513.83 |      179    2515.52  1278 / 1749      40006 |      -6.68   120    30  
BCP:    55 /    38    19 |       5330    2513.83    2513.83 |      180    2515.40  1271 / 1743      40036 |     -10.00   120     6  
BCP:    55 /    38    19 |       5330    2513.83    2513.83 |      181    2515.40  1271 / 1743      40042 |      -1.33   120    12  
BCP:    55 /    38    19 |       5330    2513.83    2513.83 |      182    2515.40  1271 / 1743      40054 |      -1.33   120     4  
BCP:    55 /    38    19 |       5330    2513.83    2513.83 |      183    2515.40  1271 / 1743      40058 |      -1.33   120    10  
BCP:    55 /    38    19 |       5330    2513.83    2513.83 |      184    2515.40  1271 / 1743      40068 |      -1.33   120     2  
BCP:    55 /    38    19 |       5330    2513.83    2513.83 |      185    2515.40  1271 / 1743      40070 |       0.00   120     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    58 /    40    20 |       5330    2513.83    2513.83 |        -          -            -          - |          -     -     - 
BCP:    58 /    40    20 |       5330    2513.83    2513.83 |      186    2515.45  1277 / 1752      40070 |      -0.83    22    76  
BCP:    58 /    40    20 |       5330    2513.83    2513.83 |      187    2515.41  1273 / 1748      40146 |      -1.88    46    68  
BCP:    58 /    40    20 |       5330    2513.83    2513.83 |      188    2515.40  1272 / 1747      40214 |       0.00   120     0  
