BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       43   20675.48   961 / 1110      12680 |   -1170.74    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       44   18846.71   968 / 1116      12980 |    -506.34    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       45   17210.08   997 / 1146      13280 |    -324.60    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       46   16183.03  1016 / 1161      13580 |    -241.49    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       47   15172.48  1115 / 1237      13880 |    -204.12    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       48   14310.71  1096 / 1237      14180 |    -108.36    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       49   13932.80  1144 / 1259      14480 |    -603.67    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       50   12202.87  1192 / 1303      14780 |    -293.43    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       51   11418.06  1181 / 1297      15080 |    -204.09    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       52   10913.75  1188 / 1301      15380 |    -190.78    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       53   10681.84  1211 / 1325      15680 |    -194.45    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       54   10429.01  1230 / 1332      15980 |    -283.72    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       55    9327.43  1234 / 1348      16280 |    -209.83    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       56    8855.66  1314 / 1408      16580 |    -182.20    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       57    8523.06  1328 / 1428      16880 |    -111.96    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       58    8333.68  1334 / 1429      17180 |    -110.20    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       59    8184.86  1378 / 1458      17480 |    -324.07    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       60    7812.89  1386 / 1464      17780 |    -219.63    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       61    7329.48  1429 / 1496      18080 |     -94.64    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       62    7080.63  1430 / 1496      18380 |    -163.16    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       63    6844.05  1465 / 1534      18680 |     -85.40    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       64    6670.14  1487 / 1542      18980 |     -51.58    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       65    6596.79  1449 / 1524      19280 |    -255.14    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       66    6283.34  1486 / 1550      19580 |    -174.85    15   299  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       67    5942.56  1503 / 1566      19879 |     -81.11    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       68    5828.62  1462 / 1530      20179 |     -47.80    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       69    5669.14  1444 / 1529      20479 |     -77.50    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       70    5613.17  1478 / 1553      20779 |    -130.78    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       71    5291.84  1482 / 1548      21079 |    -103.64    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       72    5149.18  1480 / 1551      21379 |     -32.14    15   290  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       73    5057.80  1494 / 1563      21669 |     -50.18    15   288  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       74    4989.86  1489 / 1559      21957 |     -35.63    15   283  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       75    4882.33  1474 / 1547      22240 |    -127.48    15   291  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       76    4786.33  1497 / 1564      22531 |     -81.43    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       77    4659.79  1499 / 1566      22831 |     -25.00    15   298  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       78    4604.83  1464 / 1536      23129 |     -46.27    15   297  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       79    4570.11  1459 / 1535      23426 |     -22.75    15   272  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       80    4545.03  1436 / 1531      23698 |     -19.89    15   256  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       81    4524.01  1431 / 1524      23954 |     -64.30    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       82    4410.15  1482 / 1562      24254 |     -22.26    15   254  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       83    4359.98  1466 / 1551      24508 |     -23.08    15   256  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       84    4339.82  1463 / 1546      24764 |     -14.52    15   236  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       85    4331.01  1469 / 1555      25000 |     -12.89    15   254  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       86    4326.15  1458 / 1543      25254 |     -63.62    15   242  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       87    4264.80  1468 / 1553      25496 |     -14.68    15   258  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       88    4237.00  1433 / 1537      25754 |     -14.67    16   243  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       89    4227.11  1428 / 1531      25997 |     -13.98    15   181  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       90    4224.32  1405 / 1502      26178 |     -10.27    22   140  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       91    4222.29  1413 / 1509      26318 |     -44.03    20   214  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       92    4168.84  1387 / 1490      26532 |     -10.87    21   222  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       93    4149.63  1406 / 1491      26754 |      -9.32    19    73  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       94    4147.09  1373 / 1469      26827 |      -4.10    23    74  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       95    4146.36  1366 / 1465      26901 |     -10.23    28   122  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       96    4140.62  1374 / 1475      27023 |      -9.60    20   196  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       97    4127.05  1350 / 1455      27219 |      -5.79    25   162  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       98    4120.59  1346 / 1453      27381 |      -4.53    28    51  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       99    4120.35  1347 / 1453      27432 |      -5.38    31    57  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      100    4120.21  1355 / 1462      27489 |     -17.37    33   140  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      101    4114.15  1335 / 1438      27629 |      -6.15    31   146  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      102    4111.83  1333 / 1431      27775 |     -11.35    35    55  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      103    4111.80  1334 / 1429      27830 |      -7.30    35    64  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      104    4111.76  1326 / 1427      27894 |      -5.96    49   146  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      105    4106.47  1318 / 1415      28040 |      -9.79    66    46  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      106    4106.16  1330 / 1424      28086 |      -3.84    61    73  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      107    4105.41  1310 / 1416      28159 |     -11.01    62    46  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      108    4104.75  1304 / 1410      28205 |      -7.24    64    61  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      109    4103.40  1313 / 1423      28266 |      -7.48    80    40  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      110    4100.68  1300 / 1410      28306 |      -1.77    79    36  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      111    4100.37  1310 / 1417      28342 |      -1.79    80    28  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      112    4100.21  1284 / 1392      28370 |      -2.08    80    20  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      113    4100.13  1298 / 1402      28390 |      -1.20    80    30  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      114    4100.09  1293 / 1403      28420 |      -5.06    80    16  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      115    4100.03  1308 / 1416      28436 |      -1.13    80     8  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      116    4100.03  1308 / 1416      28444 |      -0.17    80     8  
BCP:     0 /     0     0 |       5655 9999999.00 9999999.00 |      117    4100.03  1301 / 1410      28452 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     1 /     2     1 |       5655    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:     1 /     2     1 |       5655    4100.03    4100.03 |      118    4100.04  1279 / 1406      28077 |      -0.33    80    10  
BCP:     1 /     2     1 |       5655    4100.03    4100.03 |      119    4100.03  1283 / 1409      28087 |      -0.48    80    10  
BCP:     1 /     2     1 |       5655    4100.03    4100.03 |      120    4100.03  1283 / 1409      28097 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     4 /     4     2 |       5655    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:     4 /     4     2 |       5655    4100.03    4100.03 |      121    4100.32  1246 / 1383      28095 |      -2.42    36    46  
BCP:     4 /     4     2 |       5655    4100.03    4100.03 |      122    4100.15  1232 / 1375      28141 |      -5.63    80    21  
BCP:     4 /     4     2 |       5655    4100.03    4100.03 |      123    4100.14  1237 / 1379      28162 |      -3.26    80    10  
BCP:     4 /     4     2 |       5655    4100.03    4100.03 |      124    4100.14  1249 / 1389      28172 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     7 /     6     3 |       5655    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:     7 /     6     3 |       5655    4100.03    4100.03 |      125    4100.36  1200 / 1351      28172 |      -2.80    80    12  
BCP:     7 /     6     3 |       5655    4100.03    4100.03 |      126    4100.36  1200 / 1351      28184 |      -1.19    80     2  
BCP:     7 /     6     3 |       5655    4100.03    4100.03 |      127    4100.33  1206 / 1357      28186 |      -0.07    80     2  
BCP:     7 /     6     3 |       5655    4100.03    4100.03 |      128    4100.33  1206 / 1357      28188 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    10 /     8     4 |       5655    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:    10 /     8     4 |       5655    4100.03    4100.03 |      129    4100.95  1164 / 1336      28188 |      -0.63    50    38  
BCP:    10 /     8     4 |       5380    4100.03    4100.03 |      130    4100.93  1153 / 1329      28226 |      -1.69    80    21  
BCP:    10 /     8     4 |       5380    4100.03    4100.03 |      131    4100.85  1167 / 1337      27939 |      -2.42    80    12  
BCP:    10 /     8     4 |       5380    4100.03    4100.03 |      132    4100.78  1157 / 1333      27951 |      -0.32    80    14  
BCP:    10 /     8     4 |       5380    4100.03    4100.03 |      133    4100.78  1157 / 1333      27965 |      -0.17    80     4  
BCP:    10 /     8     4 |       5380    4100.03    4100.03 |      134    4100.78  1157 / 1333      27969 |      -0.07    80     2  
BCP:    10 /     8     4 |       5380    4100.03    4100.03 |      135    4100.78  1157 / 1333      27971 |      -0.07    80     2  
BCP:    10 /     8     4 |       5380    4100.03    4100.03 |      136    4100.78  1157 / 1333      27973 |      -0.07    80     2  
BCP:    10 /     8     4 |       5380    4100.03    4100.03 |      137    4100.78  1160 / 1335      27975 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    13 /    10     5 |       5380    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:    13 /    10     5 |       5380    4100.03    4100.03 |      138    4100.96  1146 / 1328      27973 |      -0.73    80    40  
BCP:    13 /    10     5 |       5380    4100.03    4100.03 |      139    4100.90  1146 / 1329      28013 |      -1.11    80    12  
BCP:    13 /    10     5 |       5380    4100.03    4100.03 |      140    4100.90  1146 / 1329      28025 |      -0.22    80     2  
BCP:    13 /    10     5 |       5380    4100.03    4100.03 |      141    4100.90  1146 / 1329      28027 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    16 /    12     6 |       5380    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:    16 /    12     6 |       5380    4100.03    4100.03 |      142    4100.93  1123 / 1312      28027 |      -0.45    80     8  
BCP:    16 /    12     6 |       5380    4100.03    4100.03 |      143    4100.91  1121 / 1312      28035 |      -0.39    80    10  
BCP:    16 /    12     6 |       5380    4100.03    4100.03 |      144    4100.90  1121 / 1313      28045 |      -0.19    80     4  
BCP:    16 /    12     6 |       5380    4100.03    4100.03 |      145    4100.90  1121 / 1313      28049 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    19 /    14     7 |       5380    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:    19 /    14     7 |       5380    4100.03    4100.03 |      146    4101.80  1089 / 1288      28049 |      -0.93    80    22  
BCP:    19 /    14     7 |       5380    4100.03    4100.03 |      147    4101.79  1092 / 1291      28071 |      -0.88    80    22  
BCP:    19 /    14     7 |       5380    4100.03    4100.03 |      148    4101.79  1092 / 1291      28093 |      -2.70    80    12  
BCP:    19 /    14     7 |       5380    4100.03    4100.03 |      149    4101.79  1092 / 1291      28105 |      -0.87    80    10  
BCP:    19 /    14     7 |       5380    4100.03    4100.03 |      150    4101.79  1086 / 1285      28115 |      -1.38    80     4  
BCP:    19 /    14     7 |       5380    4100.03    4100.03 |      151    4101.64  1086 / 1280      28119 |      -1.21    80    12  
BCP:    19 /    14     7 |       5380    4100.03    4100.03 |      152    4101.64  1083 / 1277      28131 |      -1.17    80     2  
BCP:    19 /    14     7 |       5380    4100.03    4100.03 |      153    4101.64  1083 / 1277      28133 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    22 /    16     8 |       5380    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:    22 /    16     8 |       5380    4100.03    4100.03 |      154    4101.94  1077 / 1283      28133 |      -1.67    80    21  
BCP:    22 /    16     8 |       5380    4100.03    4100.03 |      155    4101.78  1069 / 1275      28154 |      -1.30    80    12  
BCP:    22 /    16     8 |       5380    4100.03    4100.03 |      156    4101.78  1069 / 1275      28166 |      -0.30    80     6  
BCP:    22 /    16     8 |       5380    4100.03    4100.03 |      157    4101.78  1069 / 1275      28172 |      -0.25    80     6  
BCP:    22 /    16     8 |       5380    4100.03    4100.03 |      158    4101.78  1069 / 1275      28178 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    25 /    18     9 |       5380    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:    25 /    18     9 |       5380    4100.03    4100.03 |      159    4102.25  1054 / 1263      28178 |      -1.01    80    18  
BCP:    25 /    18     9 |       5380    4100.03    4100.03 |      160    4102.25  1054 / 1263      28196 |      -1.59    80     8  
BCP:    25 /    18     9 |       5380    4100.03    4100.03 |      161    4102.00  1077 / 1290      28204 |      -1.33    80    18  
BCP:    25 /    18     9 |       5380    4100.03    4100.03 |      162    4101.84  1063 / 1276      28222 |      -0.41    80    20  
BCP:    25 /    18     9 |       5380    4100.03    4100.03 |      163    4101.84  1058 / 1271      28242 |      -0.71    80     8  
BCP:    25 /    18     9 |       5380    4100.03    4100.03 |      164    4101.84  1058 / 1271      28250 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    28 /    20    10 |       5380    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:    28 /    20    10 |       5380    4100.03    4100.03 |      165    4102.50  1043 / 1261      28250 |      -1.05    80    20  
BCP:    28 /    20    10 |       5380    4100.03    4100.03 |      166    4102.37  1047 / 1266      28270 |      -1.14    80    21  
BCP:    28 /    20    10 |       5380    4100.03    4100.03 |      167    4102.31  1042 / 1261      28291 |      -0.41    80    12  
BCP:    28 /    20    10 |       5380    4100.03    4100.03 |      168    4102.30  1039 / 1258      28303 |      -3.35    80    14  
BCP:    28 /    20    10 |       5380    4100.03    4100.03 |      169    4102.30  1039 / 1258      28317 |      -0.49    80    12  
BCP:    28 /    20    10 |       5380    4100.03    4100.03 |      170    4102.30  1039 / 1258      28329 |      -0.11    80    10  
BCP:    28 /    20    10 |       5380    4100.03    4100.03 |      171    4102.30  1040 / 1259      28339 |      -0.17    80    11  
BCP:    28 /    20    10 |       5380    4100.03    4100.03 |      172    4102.29  1042 / 1260      28350 |      -0.16    80    10  
BCP:    28 /    20    10 |       5380    4100.03    4100.03 |      173    4102.28  1037 / 1255      28360 |      -0.26    80     2  
BCP:    28 /    20    10 |       5380    4100.03    4100.03 |      174    4102.28  1037 / 1255      28362 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    31 /    22    11 |       5380    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:    31 /    22    11 |       5380    4100.03    4100.03 |      175    4104.21  1046 / 1269      28362 |      -3.94    43    88  
BCP:    31 /    22    11 |       5380    4100.03    4100.03 |      176    4103.68  1035 / 1258      28450 |      -2.54    80    28  
BCP:    31 /    22    11 |       5380    4100.03    4100.03 |      177    4103.68  1035 / 1258      28478 |      -2.06    80     8  
BCP:    31 /    22    11 |       5380    4100.03    4100.03 |      178    4103.68  1035 / 1258      28486 |      -1.92    80     6  
BCP:    31 /    22    11 |       5380    4100.03    4100.03 |      179    4103.68  1035 / 1258      28492 |      -1.95    80     2  
BCP:    31 /    22    11 |       5380    4100.03    4100.03 |      180    4103.68  1035 / 1258      28494 |      -2.24    80     2  
BCP:    31 /    22    11 |       5380    4100.03    4100.03 |      181    4103.68  1035 / 1258      28496 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    34 /    24    12 |       5380    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:    34 /    24    12 |       5380    4100.03    4100.03 |      182    4104.25  1020 / 1253      28494 |      -0.92    40    71  
BCP:    34 /    24    12 |       5380    4100.03    4100.03 |      183    4104.20  1019 / 1248      28565 |      -3.86    80    28  
BCP:    34 /    24    12 |       5380    4100.03    4100.03 |      184    4103.99  1022 / 1250      28593 |      -1.89    80    24  
BCP:    34 /    24    12 |       5380    4100.03    4100.03 |      185    4103.98  1017 / 1245      28617 |      -0.47    80     6  
BCP:    34 /    24    12 |       5380    4100.03    4100.03 |      186    4103.98  1025 / 1253      28623 |      -0.56    80    12  
BCP:    34 /    24    12 |       5380    4100.03    4100.03 |      187    4103.98  1024 / 1252      28635 |      -0.53    80     2  
BCP:    34 /    24    12 |       5380    4100.03    4100.03 |      188    4103.98  1024 / 1252      28637 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    37 /    26    13 |       5380    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:    37 /    26    13 |       5380    4100.03    4100.03 |      189    4103.98  1003 / 1238      28637 |      -0.29    80     2  
BCP:    37 /    26    13 |       5380    4100.03    4100.03 |      190    4103.98  1003 / 1238      28639 |      -0.29    80     2  
BCP:    37 /    26    13 |       5380    4100.03    4100.03 |      191    4103.98  1011 / 1246      28641 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    40 /    28    14 |       5380    4100.03    4100.03 |        -          -            -          - |          -     -     - 
BCP:    40 /    28    14 |       5380    4100.03    4100.03 |      192    4107.47  1021 / 1264      28641 |      -4.56    22    71  
BCP:    40 /    28    14 |       5380    4100.03    4100.03 |      193    4106.97  1024 / 1267      28712 |      -4.71    68    59  
BCP:    40 /    28    14 |       5380    4100.03    4100.03 |      194    4106.95  1024 / 1265      28771 |      -3.15    80    28  
BCP:    40 /    28    14 |       5380    4100.03    4100.03 |      195    4106.91  1028 / 1269      28799 |      -1.76    80    10  
BCP:    40 /    28    14 |       5380    4100.03    4100.03 |      196    4106.91  1028 / 1269      28809 |      -9.29    80     6  
BCP:    40 /    28    14 |       5380    4100.03    4100.03 |      197    4106.91  1028 / 1269      28815 |      -0.60    80     6  
BCP:    40 /    28    14 |       5380    4100.03    4100.03 |      198    4106.91  1028 / 1269      28821 |      -0.43    80     4  
BCP:    40 /    28    14 |       5380    4100.03    4100.03 |      199    4106.91  1028 / 1269      28825 |      -0.60    80     2  
